,0
0.1,0.0
0.10232929922807542,0.0
0.10471285480508996,0.0
0.10715193052376065,0.0
0.1096478196143185,0.0
0.11220184543019636,0.0
0.1148153621496883,0.0
0.11748975549395298,0.0
0.12022644346174129,0.0
0.12302687708123815,0.0
0.12589254117941673,0.0
0.1288249551693134,0.0
0.1318256738556407,0.0
0.13489628825916536,0.0
0.1380384264602885,0.0
0.14125375446227545,0.0
0.14454397707459277,0.0
0.14791083881682077,0.0
0.1513561248436208,0.0
0.1548816618912481,0.0
0.15848931924611134,0.0
0.16218100973589297,0.0
0.16595869074375605,0.0
0.16982436524617442,0.0
0.17378008287493754,0.0
0.1778279410038923,0.0
0.18197008586099836,0.0
0.18620871366628675,0.0
0.19054607179632474,0.0
0.19498445997580455,0.0
0.19952623149688797,0.0
0.20417379446695297,0.0
0.20892961308540398,0.0
0.21379620895022325,0.0
0.2187761623949553,0.0
0.223872113856834,0.0
0.2290867652767773,7.220405212413024e-17
0.2344228815319922,3.420051479211384e-16
0.23988329190194904,1.0091258172570185e-15
0.24547089156850305,2.5278474706733337e-15
0.251188643150958,5.595666446560898e-15
0.2570395782768864,1.1697059000877602e-14
0.26302679918953814,2.319076381949824e-14
0.26915348039269155,4.4039348917013074e-14
0.2754228703338166,8.04846700596641e-14
0.28183829312644537,1.4168434852162758e-13
0.28840315031266056,2.411020739539319e-13
0.29512092266663853,3.970520705272696e-13
0.3019951720402016,6.330923309588669e-13
0.30902954325135906,9.7887257857908e-13
0.31622776601683794,1.4687888305330016e-12
0.32359365692962827,2.1417069198573697e-12
0.3311311214825911,3.037674549930951e-12
0.33884415613920255,4.196809502891422e-12
0.34673685045253166,5.65509970090569e-12
0.35481338923357547,7.443027414164654e-12
0.3630780547701014,9.584561051246746e-12
0.37153522909717257,1.2095288718737848e-11
0.38018939632056115,1.498586690591719e-11
0.38904514499428056,1.8262040989728587e-11
0.3981071705534972,2.1929556274318954e-11
0.40738027780411273,2.599850462818143e-11
0.4168693834703354,3.0483709063804276e-11
0.42657951880159267,3.540893010765214e-11
0.436515832240166,4.0806883137268945e-11
0.44668359215096315,4.6720175192980396e-11
0.4570881896148751,5.319573221111747e-11
0.46773514128719823,6.028509509242522e-11
0.4786300923226384,6.804043960177005e-11
0.48977881936844625,7.651186434171815e-11
0.5011872336272724,8.574502165377378e-11
0.5128613839913648,9.577917371733528e-11
0.5248074602497725,1.0664843507079374e-10
0.5370317963702527,1.1837484704521885e-10
0.5495408738576245,1.3097186598906487e-10
0.5623413251903491,1.444424947975463e-10
0.5754399373371569,1.5877946253501368e-10
0.588843655355589,1.739666669688061e-10
0.6025595860743578,1.8998239964101182e-10
0.6165950018614822,2.0680427606680376e-10
0.6309573444801934,2.2441550342179287e-10
0.6456542290346556,2.428172654585902e-10
0.6606934480075961,2.6202513297393536e-10
0.6760829753919819,2.82082348035903e-10
0.6918309709189364,3.030590949255903e-10
0.7079457843841379,3.25050128152835e-10
0.72443596007499,3.4816837343797327e-10
0.7413102413009175,3.725354950007488e-10
0.7585775750291838,3.9827346575016455e-10
0.7762471166286917,4.2549919752799223e-10
0.7943282347242815,4.543249160774221e-10
0.8128305161640993,4.848668103686543e-10
0.8317637711026711,5.172564725329472e-10
0.8511380382023765,5.516536180993583e-10
0.8709635899560808,5.882486678170714e-10
0.8912509381337457,6.272548637532577e-10
0.9120108393559097,6.688822861590317e-10
0.933254300796991,7.133014944343759e-10
0.9549925860214359,7.606050812023714e-10
0.9772372209558107,8.107743502692541e-10
1.0,8.636697064323858e-10
1.023292992280754,9.190581974626024e-10
1.0471285480508996,9.7662264028403e-10
1.0715193052376064,1.0360476346749843e-09
1.096478196143185,1.0970763691036363e-09
1.1220184543019636,1.1595739395622942e-09
1.1481536214968828,1.2235755078638796e-09
1.1748975549395297,1.2893213638400521e-09
1.2022644346174132,1.3572693970192193e-09
1.2302687708123818,1.4281000970677077e-09
1.2589254117941675,1.502708526858249e-09
1.2882495516931343,1.5821842266131287e-09
1.3182567385564075,1.6677735021176212e-09
1.348962882591654,1.760815382720483e-09
1.3803842646028852,1.8626530087566904e-09
1.4125375446227548,1.9745056889714386e-09
1.4454397707459272,2.09733182827512e-09
1.4791083881682072,2.2316940233543186e-09
1.513561248436208,2.377658182776083e-09
1.5488166189124812,2.5347549907331098e-09
1.5848931924611134,2.7020223131715245e-09
1.6218100973589298,2.8781814876285343e-09
1.6595869074375604,3.0678970802161733e-09
1.6982436524617444,3.277189502049166e-09
1.7378008287493754,3.51908142328676e-09
1.7782794100389228,3.820480089617058e-09
1.8197008586099834,4.2361097770552466e-09
1.8620871366628675,4.8572138231442674e-09
1.9054607179632472,5.843740685849857e-09
1.9498445997580456,7.45607331270948e-09
1.9952623149688797,1.0087332396507938e-08
2.0417379446695296,1.4335986642125788e-08
2.0892961308540396,2.104200206927319e-08
2.1379620895022327,3.1319366575222055e-08
2.187761623949553,4.661361882624901e-08
2.23872113856834,6.864975836071068e-08
2.2908676527677736,9.94244383695172e-08
2.344228815319923,1.4105167387495228e-07
2.3988329190194912,1.9567231927589147e-07
2.454708915685031,2.6521867073119074e-07
2.511886431509581,3.5127977173904506e-07
2.5703957827688635,4.5497732851440645e-07
2.6302679918953813,5.768215648808806e-07
2.691534803926915,7.167609862241568e-07
2.7542287033381663,8.742897816159591e-07
2.8183829312644537,1.0485188540150177e-06
2.8840315031266055,1.2384283677638164e-06
2.9512092266663856,1.4430375672048793e-06
3.019951720402016,1.6615564312725984e-06
3.0902954325135905,1.8935314742480775e-06
3.1622776601683795,2.138765665716838e-06
3.2359365692962827,2.3973713818122016e-06
3.311311214825911,2.6696744687503557e-06
3.3884415613920256,2.9561197441867746e-06
3.4673685045253166,3.257172343696992e-06
3.548133892335755,3.573240259362983e-06
3.630780547701014,3.904617104911804e-06
3.715352290971726,4.251540818508202e-06
3.801893963205613,4.614019426018726e-06
3.8904514499428067,4.9920048699856215e-06
3.981071705534973,5.385419965445119e-06
4.073802778041128,5.794257697243816e-06
4.168693834703355,6.218713887971527e-06
4.265795188015928,6.659346648544377e-06
4.365158322401661,7.1172652844272835e-06
4.466835921509633,7.594311261830607e-06
4.570881896148752,8.093221217388441e-06
4.677351412871981,8.617729575930256e-06
4.786300923226383,9.172570772853356e-06
4.897788193684462,9.76330666707187e-06
5.011872336272722,1.039596655698852e-05
5.1286138399136485,1.1076479284853522e-05
5.248074602497725,1.1809922511294268e-05
5.370317963702527,1.2599764057848644e-05
5.495408738576246,1.3447195788775045e-05
5.623413251903491,1.4350732856081648e-05
5.7543993733715695,1.5306580469721124e-05
5.88843655355589,1.6308623321135945e-05
6.025595860743578,1.734989351341682e-05
6.165950018614822,1.8423678234934296e-05
6.309573444801933,1.9524921058252252e-05
6.456542290346556,2.0649643802736814e-05
6.606934480075961,2.1798926865840216e-05
6.760829753919819,2.2976387713513687e-05
6.918309709189366,2.41882183456166e-05
7.07945784384138,2.5441779079558383e-05
7.2443596007499025,2.674333577708045e-05
7.413102413009177,2.8094652617710214e-05
7.58577575029184,2.9488730674929578e-05
7.76247116628692,3.090483039693762e-05
7.943282347242818,3.230349726764804e-05
8.128305161640995,3.362289251632284e-05
8.317637711026709,3.477763598573185e-05
8.511380382023763,3.5662032661718516e-05
8.709635899560805,3.615849462152963e-05
8.912509381337454,3.615116377377168e-05
9.120108393559097,3.554323798456224e-05
9.33254300796991,3.427508683690693e-05
9.549925860214358,3.233926578079662e-05
9.772372209558107,2.9788838824477848e-05
10.0,2.6735852974101135e-05
10.399999999999999,7.102931035968549e-10
12.775971808534516,5.596079661300425e-11
15.694755351198918,2.485053114541397e-12
19.28036076045804,5.4884296406834134e-14
23.68512937826799,5.172631695144437e-16
29.096206270985054,1.72414572302876e-18
35.7434914474433,1.6150892308363473e-21
43.90940760299327,3.2106798841102914e-25
53.94089939089361,9.629857931307664e-30
66.2641740331782,2.8951204643625133e-35
81.40280955420289,5.407328139485532e-42
100.0,3.6109398761836446e-50
